id,date_updated,vehicle_id,vehicle_label,vehicle_current_status,position_latitude,position_longitude,geographic_point,position_speed,position_odometer,trip_schedule_relationship,trip_id,trip_start_date,trip_route_id
0,2021-01-27 18:00:02,170,112,2,19.3174991607666,-99.18779754638672,"19.3174991608,-99.1877975464",16,231,2,,,367.0
1,2021-01-27 18:00:02,177,119,1,19.292600631713867,-99.17749786376952,"19.2926006317,-99.1774978638",13,0,0,9732304.0,20200428.0,367.0
2,2021-01-27 18:00:02,1286,219,2,19.45009994506836,-99.11009979248048,"19.4500999451,-99.1100997925",5,0,0,9678929.0,20200428.0,161.0
3,2021-01-27 18:00:02,1302,235,1,19.38920021057129,-99.05979919433594,"19.3892002106,-99.0597991943",4,0,0,9738091.0,20200428.0,301.0
4,2021-01-27 18:00:02,361,303,2,19.38260078430176,-99.0613021850586,"19.3826007843,-99.0613021851",0,454,0,9738145.0,20200428.0,301.0
5,2021-01-27 18:00:02,370,312,2,19.38990020751953,-99.05889892578124,"19.3899002075,-99.0588989258",0,1790,2,,,
6,2021-01-27 18:00:02,371,313,1,19.47920036315918,-99.06390380859376,"19.4792003632,-99.0639038086",0,1635,2,,,
7,2021-01-27 18:00:02,409,351,2,19.40390014648437,-99.17240142822266,"19.4039001465,-99.1724014282",12,131,0,9736261.0,20200428.0,301.0
8,2021-01-27 18:00:02,449,391,1,19.403499603271484,-99.17040252685548,"19.4034996033,-99.1704025269",5,0,0,9736737.0,20200428.0,301.0
9,2021-01-27 18:00:02,1,401,2,19.427000045776367,-99.14900207519533,"19.4270000458,-99.1490020752",3,668,0,9685594.0,20200428.0,1.0
10,2021-01-27 18:00:02,33,433,2,19.491600036621094,-99.15270233154295,"19.4916000366,-99.1527023315",0,213,0,9685029.0,20200428.0,1.0
11,2021-01-27 18:00:02,38,438,2,19.420000076293945,-99.1541976928711,"19.4200000763,-99.1541976929",2,0,0,9683873.0,20200428.0,1.0
12,2021-01-27 18:00:02,39,439,2,19.3971004486084,-99.15589904785156,"19.3971004486,-99.1558990479",0,288,2,,,
13,2021-01-27 18:00:02,40,440,2,19.404300689697266,-99.15540313720705,"19.4043006897,-99.1554031372",10,308,0,9686124.0,20200428.0,1.0
14,2021-01-27 18:00:02,53,453,2,19.511999130249023,-99.1604995727539,"19.5119991302,-99.1604995728",13,369,0,9684965.0,20200428.0,1.0
15,2021-01-27 18:00:02,1148,462,2,19.51729965209961,-99.1626968383789,"19.5172996521,-99.1626968384",13,295,0,9684625.0,20200428.0,1.0
16,2021-01-27 18:00:02,1149,463,2,19.50629997253418,-99.1584014892578,"19.5062999725,-99.1584014893",13,253,0,9684521.0,20200428.0,1.0
17,2021-01-27 18:00:02,981,467,2,19.437700271606445,-99.1479034423828,"19.4377002716,-99.1479034424",5,244,0,9685475.0,20200428.0,1.0
18,2021-01-27 18:00:02,982,468,2,19.526100158691406,-99.16809844970705,"19.5261001587,-99.1680984497",2,441,0,9684797.0,20200428.0,1.0
19,2021-01-27 18:00:02,984,470,2,19.442800521850582,-99.14800262451172,"19.4428005219,-99.1480026245",11,350,0,9684033.0,20200428.0,1.0
20,2021-01-27 18:00:02,985,471,1,19.483999252319336,-99.1498031616211,"19.4839992523,-99.1498031616",5,0,0,9685140.0,20200428.0,1.0
21,2021-01-27 18:00:02,467,509,1,19.437299728393555,-99.1458969116211,"19.4372997284,-99.1458969116",3,0,0,9755307.0,20200428.0,241.0
22,2021-01-27 18:00:02,483,525,1,19.43610000610352,-99.12139892578124,"19.4361000061,-99.1213989258",0,0,0,9755507.0,20200428.0,241.0
23,2021-01-27 18:00:02,486,528,1,19.429000854492188,-99.1321029663086,"19.4290008545,-99.1321029663",6,0,0,9755730.0,20200428.0,241.0
24,2021-01-27 18:00:02,490,532,2,19.43560028076172,-99.11640167236328,"19.4356002808,-99.1164016724",3,214,0,9755357.0,20200428.0,241.0
25,2021-01-27 18:00:02,491,533,1,19.44499969482422,-99.1522979736328,"19.4449996948,-99.1522979736",0,0,0,9755605.0,20200428.0,241.0
26,2021-01-27 18:00:02,492,534,2,19.43560028076172,-99.15460205078124,"19.4356002808,-99.1546020508",0,385,0,9755186.0,20200428.0,241.0
27,2021-01-27 18:00:02,496,538,2,19.440900802612305,-99.15260314941406,"19.4409008026,-99.1526031494",4,203,0,9755218.0,20200428.0,241.0
28,2021-01-27 18:00:02,512,554,1,19.430700302124023,-99.1155014038086,"19.4307003021,-99.1155014038",0,0,0,9755460.0,20200428.0,241.0
29,2021-01-27 18:00:02,557,614,2,19.429100036621094,-99.1143035888672,"19.4291000366,-99.1143035889",11,1015,2,,,
30,2021-01-27 18:00:02,562,619,2,19.49740028381348,-99.0896987915039,"19.4974002838,-99.0896987915",0,499,0,9679510.0,20200428.0,161.0
31,2021-01-27 18:00:02,10000,620,2,19.432100296020508,-99.11509704589844,"19.432100296,-99.1150970459",7,85,0,9679007.0,20200428.0,161.0
32,2021-01-27 18:00:02,1085,712,2,19.49530029296875,-99.15480041503906,"19.495300293,-99.154800415",11,169,0,9740927.0,20200428.0,61.0
33,2021-01-27 18:00:02,1115,762,2,19.475799560546875,-99.08989715576172,"19.4757995605,-99.0898971558",10,324,0,9739719.0,20200428.0,61.0
34,2021-01-27 18:00:02,1120,767,2,19.490699768066406,-99.1331024169922,"19.4906997681,-99.133102417",1,0,0,9741043.0,20200428.0,61.0
35,2021-01-27 18:00:02,1132,784,2,19.473499298095703,-99.07029724121094,"19.4734992981,-99.0702972412",10,263,0,9739559.0,20200428.0,61.0
36,2021-01-27 18:00:02,702,802,1,19.48349952697754,-99.11389923095705,"19.483499527,-99.113899231",5,0,0,9673172.0,20200428.0,171.0
37,2021-01-27 18:00:02,705,805,2,19.487499237060547,-99.11380004882812,"19.4874992371,-99.1138000488",0,547,0,9673362.0,20200428.0,171.0
38,2021-01-27 18:00:02,713,813,2,19.454599380493164,-99.13020324707033,"19.4545993805,-99.1302032471",8,223,0,9673662.0,20200428.0,171.0
39,2021-01-27 18:00:02,716,816,2,19.425800323486328,-99.19309997558594,"19.4258003235,-99.1930999756",3,643,0,9670725.0,20200428.0,171.0
40,2021-01-27 18:00:02,753,905,2,19.453399658203125,-99.13079833984376,"19.4533996582,-99.1307983398",5,0,0,9672098.0,20200428.0,171.0
41,2021-01-27 18:00:02,757,909,2,19.45929908752441,-99.12840270996094,"19.4592990875,-99.12840271",0,181,0,9673542.0,20200428.0,171.0
42,2021-01-27 18:00:02,760,912,2,19.42679977416992,-99.19940185546876,"19.4267997742,-99.1994018555",0,0,2,,,
43,2021-01-27 18:00:02,766,918,2,19.429800033569336,-99.1614990234375,"19.4298000336,-99.1614990234",5,147,0,9674093.0,20200428.0,171.0
44,2021-01-27 18:00:02,787,939,2,19.48730087280273,-99.11370086669922,"19.4873008728,-99.1137008667",0,531,0,9671181.0,20200428.0,171.0
45,2021-01-27 18:00:02,789,941,1,19.44379997253418,-99.13909912109376,"19.4437999725,-99.1390991211",0,0,0,9673841.0,20200428.0,171.0
46,2021-01-27 18:00:02,1253,1000,2,19.39590072631836,-99.15660095214844,"19.3959007263,-99.1566009521",1,759,0,9736034.0,20200428.0,301.0
47,2021-01-27 18:00:02,531,1057,1,19.27939987182617,-99.16899871826172,"19.2793998718,-99.1689987183",3,0,0,9732533.0,20200428.0,367.0
48,2021-01-27 18:00:02,1174,1093,2,19.41939926147461,-99.16429901123048,"19.4193992615,-99.1642990112",2,310,0,9731219.0,20200428.0,367.0
49,2021-01-27 18:00:02,1160,1101,1,19.498899459838867,-99.11940002441406,"19.4988994598,-99.1194000244",0,96,2,,,
50,2021-01-27 18:00:02,1165,1106,1,19.41990089416504,-99.16410064697266,"19.4199008942,-99.164100647",3,0,0,9730577.0,20200428.0,367.0
51,2021-01-27 18:00:02,988,1111,1,19.3981990814209,-99.1710968017578,"19.3981990814,-99.1710968018",0,0,0,9731606.0,20200428.0,367.0
52,2021-01-27 18:00:02,990,1113,2,19.301700592041016,-99.18589782714844,"19.301700592,-99.1858978271",14,243,0,9729664.0,20200428.0,367.0
53,2021-01-27 18:00:02,1220,1115,2,19.441200256347656,-99.15489959716795,"19.4412002563,-99.1548995972",4,0,2,,,
54,2021-01-27 18:00:02,1067,1304,2,19.497299194335938,-99.11969757080078,"19.4972991943,-99.1196975708",5,0,0,9734363.0,20200428.0,367.0
55,2021-01-27 18:00:02,1069,1306,1,19.49760055541992,-99.11940002441406,"19.4976005554,-99.1194000244",0,0,0,9734546.0,20200428.0,367.0
56,2021-01-27 18:00:02,1188,2306,2,19.40559959411621,-99.1855010986328,"19.4055995941,-99.1855010986",11,437,0,9736315.0,20200428.0,301.0
57,2021-01-27 18:00:02,1190,2308,1,19.482200622558597,-99.10559844970705,"19.4822006226,-99.1055984497",0,0,0,9741359.0,20200428.0,61.0
58,2021-01-27 18:00:02,1191,2309,2,19.480100631713867,-99.10089874267578,"19.4801006317,-99.1008987427",8,0,0,9739779.0,20200428.0,61.0
59,2021-01-27 18:00:02,1236,2312,2,19.404199600219727,-99.17330169677734,"19.4041996002,-99.1733016968",10,0,0,9736177.0,20200428.0,301.0
60,2021-01-27 18:00:02,1214,2313,2,19.40449905395508,-99.17420196533205,"19.404499054,-99.1742019653",8,0,0,9736599.0,20200428.0,301.0
61,2021-01-27 18:00:02,1217,2316,2,19.384300231933597,-99.07599639892578,"19.3843002319,-99.0759963989",6,478,0,9737443.0,20200428.0,301.0
62,2021-01-27 18:00:02,10007,2338,2,19.386499404907227,-99.07949829101562,"19.3864994049,-99.079498291",6,0,0,9738223.0,20200428.0,301.0
63,2021-01-27 18:00:02,1237,2346,2,19.39609909057617,-99.15910339355467,"19.3960990906,-99.1591033936",11,415,0,9736821.0,20200428.0,301.0
64,2021-01-27 18:00:02,1025,2352,2,19.38640022277832,-99.0718994140625,"19.3864002228,-99.0718994141",13,564,0,9737527.0,20200428.0,301.0
65,2021-01-27 18:00:02,1230,2361,2,19.39780044555664,-99.12930297851562,"19.3978004456,-99.1293029785",0,0,0,9735848.0,20200428.0,301.0
66,2021-01-27 18:00:02,1233,2364,1,19.39389991760254,-99.09049987792967,"19.3938999176,-99.0904998779",6,0,0,9738271.0,20200428.0,301.0
67,2021-01-27 18:00:02,1241,2376,1,19.39579963684082,-99.15499877929688,"19.3957996368,-99.1549987793",3,0,0,9735980.0,20200428.0,301.0
68,2021-01-27 18:00:02,178,120,2,19.37339973449707,-99.1791000366211,"19.3733997345,-99.1791000366",0,510,0,9731964.0,20200428.0,367.0
69,2021-01-27 18:00:02,1287,220,2,19.451099395751957,-99.10970306396484,"19.4510993958,-99.109703064",10,306,0,9679184.0,20200428.0,161.0
70,2021-01-27 18:00:02,1288,221,2,19.39080047607422,-99.04730224609376,"19.3908004761,-99.0473022461",0,46,2,,,
71,2021-01-27 18:00:02,366,308,2,19.396499633789062,-99.0561981201172,"19.3964996338,-99.0561981201",9,0,0,9737997.0,20200428.0,301.0
72,2021-01-27 18:00:02,416,358,1,19.40780067443848,-99.18920135498048,"19.4078006744,-99.189201355",4,0,0,9736539.0,20200428.0,301.0
73,2021-01-27 18:00:02,422,364,2,19.404600143432617,-99.17420196533205,"19.4046001434,-99.1742019653",6,0,0,9736683.0,20200428.0,301.0
74,2021-01-27 18:00:02,432,374,1,19.402000427246094,-99.18710327148438,"19.4020004272,-99.1871032715",0,0,0,9736405.0,20200428.0,301.0
75,2021-01-27 18:00:02,450,392,2,19.394500732421875,-99.14089965820312,"19.3945007324,-99.1408996582",6,0,0,9737013.0,20200428.0,301.0
76,2021-01-27 18:00:02,452,394,2,19.391000747680664,-99.04769897460938,"19.3910007477,-99.0476989746",0,0,0,9738322.0,20200428.0,301.0
77,2021-01-27 18:00:02,1021,398,2,19.3971004486084,-99.10289764404295,"19.3971004486,-99.102897644",9,648,0,9738355.0,20200428.0,301.0
78,2021-01-27 18:00:02,24,424,2,19.52050018310547,-99.16410064697266,"19.5205001831,-99.164100647",6,566,0,9684853.0,20200428.0,1.0
79,2021-01-27 18:00:02,26,426,2,19.4606990814209,-99.1438980102539,"19.4606990814,-99.1438980103",8,332,0,9684193.0,20200428.0,1.0
80,2021-01-27 18:00:02,35,435,2,19.479400634765625,-99.14820098876952,"19.4794006348,-99.1482009888",1,0,0,9684361.0,20200428.0,1.0
81,2021-01-27 18:00:02,51,451,2,19.3971004486084,-99.15589904785156,"19.3971004486,-99.1558990479",0,294,2,,,
82,2021-01-27 18:00:02,56,456,2,19.47360038757324,-99.14600372314452,"19.4736003876,-99.1460037231",0,710,0,9684297.0,20200428.0,1.0
83,2021-01-27 18:00:02,986,472,1,19.446199417114254,-99.14710235595705,"19.4461994171,-99.147102356",1,0,0,9685379.0,20200428.0,1.0
84,2021-01-27 18:00:02,472,514,1,19.44219970703125,-99.15249633789062,"19.442199707,-99.1524963379",0,0,0,9755255.0,20200428.0,241.0
85,2021-01-27 18:00:02,474,516,1,19.425199508666992,-99.11979675292967,"19.4251995087,-99.1197967529",5,0,0,9755075.0,20200428.0,241.0
86,2021-01-27 18:00:02,476,518,2,19.43790054321289,-99.14869689941406,"19.4379005432,-99.1486968994",2,285,0,9755287.0,20200428.0,241.0
87,2021-01-27 18:00:02,482,524,1,19.430400848388672,-99.1417999267578,"19.4304008484,-99.1417999268",5,0,0,9755678.0,20200428.0,241.0
88,2021-01-27 18:00:02,499,541,1,19.430500030517575,-99.11509704589844,"19.4305000305,-99.1150970459",0,0,0,9755379.0,20200428.0,241.0
89,2021-01-27 18:00:02,500,542,2,19.42720031738281,-99.11620330810548,"19.4272003174,-99.1162033081",0,558,0,9755398.0,20200428.0,241.0
90,2021-01-27 18:00:02,501,543,2,19.43099975585937,-99.11540222167967,"19.4309997559,-99.1154022217",0,556,0,9755485.0,20200428.0,241.0
91,2021-01-27 18:00:02,502,544,2,19.438800811767575,-99.1531982421875,"19.4388008118,-99.1531982422",4,0,0,9755558.0,20200428.0,241.0
92,2021-01-27 18:00:02,505,547,1,19.42609977722168,-99.12999725341795,"19.4260997772,-99.1299972534",6,0,0,9755115.0,20200428.0,241.0
93,2021-01-27 18:00:02,508,550,2,19.42530059814453,-99.12010192871094,"19.4253005981,-99.1201019287",1,59,0,9755750.0,20200428.0,241.0
94,2021-01-27 18:00:02,511,553,1,19.42970085144043,-99.13639831542967,"19.4297008514,-99.1363983154",5,0,0,9755704.0,20200428.0,241.0
95,2021-01-27 18:00:02,558,615,2,19.49049949645996,-99.09320068359376,"19.4904994965,-99.0932006836",11,328,0,9679305.0,20200428.0,161.0
96,2021-01-27 18:00:02,561,618,2,19.50690078735352,-99.08570098876952,"19.5069007874,-99.0857009888",0,762,0,9679435.0,20200428.0,161.0
97,2021-01-27 18:00:02,1179,623,2,19.45989990234375,-99.10579681396484,"19.4598999023,-99.105796814",4,465,0,9678878.0,20200428.0,161.0
98,2021-01-27 18:00:02,1075,702,1,19.51180076599121,-99.19609832763672,"19.511800766,-99.1960983276",0,122,2,,,
99,2021-01-27 18:00:02,1079,706,1,19.476900100708008,-99.07250213623048,"19.4769001007,-99.0725021362",7,0,0,9741575.0,20200428.0,61.0
100,2021-01-27 18:00:02,1089,716,2,19.497499465942383,-99.1645965576172,"19.4974994659,-99.1645965576",0,487,0,9740871.0,20200428.0,61.0
101,2021-01-27 18:00:02,1091,718,2,19.491899490356445,-99.13860321044922,"19.4918994904,-99.1386032104",8,0,0,9740043.0,20200428.0,61.0
